,file_name,set_name,loss,dice,My Dice
42,Radiographs\840.JPG,test,0.065417826,0.9772186,1.0
43,Radiographs\732.JPG,test,0.0533278,0.9771652,1.0
44,Radiographs\914.JPG,test,0.059786677,0.9729614,1.0
45,Radiographs\503.JPG,test,0.0,1.0,nan
46,Radiographs\378.JPG,test,0.07577121,0.965065,1.0
47,Radiographs\509.JPG,test,0.057827115,0.9761963,1.0
48,Radiographs\309.JPG,test,0.064383745,0.974205,1.0
49,Radiographs\245.JPG,test,0.07593703,0.97159576,1.0
50,Radiographs\50.JPG,test,0.08627814,0.9582596,1.0
51,Radiographs\768.JPG,test,0.065336645,0.9809265,1.0
52,Radiographs\4.JPG,test,0.07073927,0.9689636,1.0
53,Radiographs\170.JPG,test,0.056283772,0.97756195,1.0
54,Radiographs\741.JPG,test,0.08482081,0.96806335,1.0
55,Radiographs\625.JPG,test,0.05501461,0.9751816,1.0
56,Radiographs\899.JPG,test,0.07193637,0.9632416,1.0
57,Radiographs\997.JPG,test,0.05250281,0.97595215,1.0
58,Radiographs\8.JPG,test,0.09109205,0.9579315,1.0
59,Radiographs\828.JPG,test,0.04862225,0.9792633,1.0
60,Radiographs\374.JPG,test,0.07231748,0.9676819,1.0
61,Radiographs\372.JPG,test,0.04834205,0.9795761,1.0
62,Radiographs\156.JPG,test,0.05368489,0.97959137,1.0
63,Radiographs\251.JPG,test,0.1009599,0.9614639,1.0
64,Radiographs\266.JPG,test,0.054148912,0.97748566,1.0
65,Radiographs\892.JPG,test,0.039113045,0.9885864,1.0
66,Radiographs\632.JPG,test,0.06707305,0.96643066,1.0
67,Radiographs\906.JPG,test,0.05835712,0.9755173,1.0
68,Radiographs\464.JPG,test,0.079506874,0.9635315,1.0
69,Radiographs\847.JPG,test,0.12057394,0.9540787,1.0
70,Radiographs\943.JPG,test,0.083708346,0.9635315,1.0
71,Radiographs\408.JPG,test,0.07806414,0.9705887,1.0
72,Radiographs\615.JPG,test,0.06793767,0.97361755,1.0
73,Radiographs\416.JPG,test,0.041124403,0.98539734,1.0
74,Radiographs\473.JPG,test,0.058404982,0.9766083,1.0
75,Radiographs\510.JPG,test,0.059836388,0.97507477,1.0
76,Radiographs\426.JPG,test,0.07258946,0.96797943,1.0
77,Radiographs\1034.JPG,test,0.068745434,0.9665146,1.0
78,Radiographs\896.JPG,test,0.051807284,0.97966766,1.0
79,Radiographs\364.JPG,test,0.06857759,0.9740143,1.0
80,Radiographs\555.JPG,test,0.05466616,0.9756241,1.0
81,Radiographs\243.JPG,test,0.0466218,0.9845505,1.0
82,Radiographs\269.JPG,test,0.04970348,0.9788208,1.0
83,Radiographs\305.JPG,test,0.061228037,0.9758682,1.0
84,Radiographs\343.JPG,test,0.049752712,0.9868164,1.0
85,Radiographs\469.JPG,test,0.05469668,0.97839355,1.0
86,Radiographs\21.JPG,test,0.05507028,0.97750854,1.0
87,Radiographs\712.JPG,test,0.0880515,0.9711304,1.0
88,Radiographs\675.JPG,test,0.07860607,0.96401215,1.0
89,Radiographs\895.JPG,test,0.049069583,0.97867584,1.0
90,Radiographs\457.JPG,test,0.055359066,0.974144,1.0
91,Radiographs\235.JPG,test,0.05339873,0.9785538,1.0
92,Radiographs\172.JPG,test,0.05511558,0.9756775,1.0
93,Radiographs\12.JPG,test,0.06975901,0.9752121,1.0
94,Radiographs\485.JPG,test,0.062427044,0.97501373,1.0
95,Radiographs\980.JPG,test,0.048066854,0.9813385,1.0
96,Radiographs\89.JPG,test,0.048644006,0.97846985,1.0
97,Radiographs\62.JPG,test,0.049770236,0.98010254,1.0
98,Radiographs\5.JPG,test,0.04807204,0.9796753,1.0
99,Radiographs\115.JPG,test,0.05977124,0.9745102,1.0
