,file_name,set_name,loss,dice,My Dice
84,Radiographs\343.JPG,test,0.048079073,0.987236,0.8370151
85,Radiographs\469.JPG,test,0.0545066,0.97839355,0.9427791
86,Radiographs\21.JPG,test,0.054940224,0.97748566,0.94439775
87,Radiographs\712.JPG,test,0.08565456,0.9718323,0.87779635
88,Radiographs\675.JPG,test,0.07720697,0.9645157,0.9291885
89,Radiographs\895.JPG,test,0.048613906,0.97880554,0.95357585
90,Radiographs\457.JPG,test,0.05303526,0.9751282,0.9520088
91,Radiographs\235.JPG,test,0.052286208,0.97893524,0.9461088
92,Radiographs\172.JPG,test,0.052728295,0.97665405,0.9502782
93,Radiographs\12.JPG,test,0.06801528,0.9757309,0.91725236
94,Radiographs\485.JPG,test,0.06166476,0.975235,0.93622005
95,Radiographs\980.JPG,test,0.047143817,0.98163605,0.94945896
96,Radiographs\89.JPG,test,0.047276855,0.9789963,0.95553887
97,Radiographs\62.JPG,test,0.048324347,0.9806366,0.949891
98,Radiographs\5.JPG,test,0.04641539,0.98031616,0.95457983
99,Radiographs\115.JPG,test,0.058208108,0.97509766,0.9434936
